#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.01000 temp=   0.90000
    0.538008E+00    0.102430E+02    0.488136E-01   -0.463001E+01    0.880929E+01
    0.281337E+01    0.102384E+02    0.488355E-01   -0.462491E+01    0.880419E+01
    0.682055E+01    0.102156E+02    0.489445E-01   -0.459965E+01    0.877896E+01
    0.124157E+02    0.101514E+02    0.492541E-01   -0.452912E+01    0.870850E+01
    0.193966E+02    0.100196E+02    0.499023E-01   -0.438425E+01    0.856380E+01
    0.275110E+02    0.979589E+01    0.510418E-01   -0.413942E+01    0.831932E+01
    0.364658E+02    0.946283E+01    0.528383E-01   -0.378090E+01    0.796148E+01
    0.459371E+02    0.901237E+01    0.554793E-01   -0.330870E+01    0.749064E+01
    0.555828E+02    0.845168E+01    0.591599E-01   -0.273851E+01    0.692315E+01
    0.650541E+02    0.780122E+01    0.640925E-01   -0.209696E+01    0.628702E+01
    0.740088E+02    0.709697E+01    0.704526E-01   -0.142148E+01    0.562205E+01
    0.821233E+02    0.638982E+01    0.782495E-01   -0.757597E+00    0.497704E+01
    0.891042E+02    0.573519E+01    0.871811E-01   -0.148514E+00    0.439806E+01
    0.946993E+02    0.518689E+01    0.963969E-01    0.364639E+00    0.392544E+01
    0.987065E+02    0.478709E+01    0.104448E+00    0.745666E+00    0.358748E+01
    0.100982E+03    0.455948E+01    0.109662E+00    0.966934E+00    0.339778E+01
    0.101592E+03    0.449869E+01    0.111144E+00    0.102687E+01    0.334735E+01
    0.101899E+03    0.446808E+01    0.111905E+00    0.105711E+01    0.332208E+01
    0.102446E+03    0.441359E+01    0.113286E+00    0.111115E+01    0.327720E+01
    0.103224E+03    0.433639E+01    0.115303E+00    0.118837E+01    0.321372E+01
    0.104220E+03    0.423828E+01    0.117972E+00    0.128788E+01    0.313312E+01
    0.105418E+03    0.412066E+01    0.121340E+00    0.140847E+01    0.303735E+01
    0.106798E+03    0.398718E+01    0.125402E+00    0.154867E+01    0.292887E+01
    0.108339E+03    0.384022E+01    0.130201E+00    0.170667E+01    0.281057E+01
    0.110013E+03    0.368447E+01    0.135705E+00    0.188040E+01    0.268578E+01
    0.111794E+03    0.352383E+01    0.141891E+00    0.206744E+01    0.255818E+01
    0.113653E+03    0.336271E+01    0.148689E+00    0.226513E+01    0.243170E+01
    0.115559E+03    0.320702E+01    0.155908E+00    0.247051E+01    0.231023E+01
    0.117481E+03    0.306275E+01    0.163252E+00    0.268043E+01    0.219748E+01
    0.119387E+03    0.293313E+01    0.170467E+00    0.289151E+01    0.209667E+01
    0.121245E+03    0.281748E+01    0.177463E+00    0.310025E+01    0.201024E+01
    0.123027E+03    0.271727E+01    0.184008E+00    0.330302E+01    0.193968E+01
    0.124701E+03    0.264969E+01    0.188701E+00    0.349614E+01    0.188536E+01
    0.126241E+03    0.262297E+01    0.190624E+00    0.367596E+01    0.184649E+01
    0.127622E+03    0.255593E+01    0.195623E+00    0.383895E+01    0.182127E+01
    0.128820E+03    0.260125E+01    0.192216E+00    0.398181E+01    0.180714E+01
    0.129816E+03    0.255656E+01    0.195576E+00    0.410161E+01    0.180109E+01
    0.130594E+03    0.167302E+01    0.298860E+00    0.419579E+01    0.180006E+01
    0.131141E+03    0.242070E+01    0.206551E+00    0.426234E+01    0.180131E+01
    0.131448E+03    0.252100E+01    0.198334E+00    0.429982E+01    0.180273E+01
    0.131592E+03    0.253059E+01    0.197582E+00    0.431748E+01    0.180359E+01
    0.131899E+03    0.250379E+01    0.199697E+00    0.435509E+01    0.180579E+01
    0.132446E+03    0.244121E+01    0.204817E+00    0.442233E+01    0.181102E+01
    0.133224E+03    0.250738E+01    0.199411E+00    0.451851E+01    0.182138E+01
    0.134220E+03    0.252936E+01    0.197679E+00    0.464256E+01    0.183974E+01
    0.135418E+03    0.258037E+01    0.193771E+00    0.479314E+01    0.186947E+01
    0.136798E+03    0.261329E+01    0.191330E+00    0.496851E+01    0.191418E+01
    0.138339E+03    0.270184E+01    0.185059E+00    0.516662E+01    0.197736E+01
    0.140013E+03    0.281185E+01    0.177819E+00    0.538506E+01    0.206194E+01
    0.141794E+03    0.294302E+01    0.169894E+00    0.562106E+01    0.216992E+01
