#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   0.90000
    0.719171E+00    0.164663E+02    0.303651E-01   -0.836761E+01    0.147784E+02
    0.376071E+01    0.164586E+02    0.303793E-01   -0.835793E+01    0.147687E+02
    0.911723E+01    0.164196E+02    0.304515E-01   -0.831180E+01    0.147226E+02
    0.165964E+02    0.163098E+02    0.306564E-01   -0.818650E+01    0.145973E+02
    0.259280E+02    0.160847E+02    0.310855E-01   -0.793075E+01    0.143415E+02
    0.367748E+02    0.157009E+02    0.318453E-01   -0.749439E+01    0.139052E+02
    0.487449E+02    0.151209E+02    0.330668E-01   -0.684131E+01    0.132521E+02
    0.614055E+02    0.143294E+02    0.348933E-01   -0.596994E+01    0.123807E+02
    0.742991E+02    0.133370E+02    0.374898E-01   -0.491584E+01    0.113267E+02
    0.869598E+02    0.121784E+02    0.410564E-01   -0.373925E+01    0.101503E+02
    0.989298E+02    0.109159E+02    0.458049E-01   -0.251855E+01    0.893021E+01
    0.109777E+03    0.963029E+01    0.519195E-01   -0.133218E+01    0.774580E+01
    0.119108E+03    0.842062E+01    0.593781E-01   -0.250441E+00    0.666936E+01
    0.126587E+03    0.738593E+01    0.676963E-01    0.658278E+00    0.577181E+01
    0.131944E+03    0.661433E+01    0.755935E-01    0.133407E+01    0.511289E+01
    0.134985E+03    0.616815E+01    0.810615E-01    0.172730E+01    0.473524E+01
    0.135777E+03    0.605151E+01    0.826240E-01    0.183072E+01    0.463688E+01
    0.136084E+03    0.600618E+01    0.832476E-01    0.187094E+01    0.459875E+01
    0.136631E+03    0.592543E+01    0.843820E-01    0.194278E+01    0.453083E+01
    0.137408E+03    0.581073E+01    0.860477E-01    0.204536E+01    0.443428E+01
    0.138405E+03    0.566348E+01    0.882850E-01    0.217739E+01    0.431082E+01
    0.139603E+03    0.548682E+01    0.911274E-01    0.233717E+01    0.416274E+01
    0.140983E+03    0.528375E+01    0.946298E-01    0.252263E+01    0.399295E+01
    0.142523E+03    0.505822E+01    0.988490E-01    0.273132E+01    0.380496E+01
    0.144198E+03    0.481528E+01    0.103836E+00    0.296039E+01    0.360294E+01
    0.145979E+03    0.456074E+01    0.109631E+00    0.320662E+01    0.339171E+01
    0.147838E+03    0.430097E+01    0.116253E+00    0.346642E+01    0.317665E+01
    0.149744E+03    0.404303E+01    0.123670E+00    0.373587E+01    0.296357E+01
    0.151665E+03    0.379418E+01    0.131781E+00    0.401077E+01    0.275844E+01
    0.153571E+03    0.356135E+01    0.140396E+00    0.428670E+01    0.256697E+01
    0.155430E+03    0.335077E+01    0.149219E+00    0.455915E+01    0.239421E+01
    0.157212E+03    0.316736E+01    0.157860E+00    0.482347E+01    0.224406E+01
    0.158886E+03    0.301414E+01    0.165885E+00    0.507501E+01    0.211890E+01
    0.160426E+03    0.289219E+01    0.172879E+00    0.530905E+01    0.201936E+01
    0.161806E+03    0.280082E+01    0.178519E+00    0.552108E+01    0.194426E+01
    0.163005E+03    0.273648E+01    0.182716E+00    0.570683E+01    0.189085E+01
    0.164001E+03    0.268960E+01    0.185901E+00    0.586252E+01    0.185532E+01
    0.164779E+03    0.266736E+01    0.187452E+00    0.598487E+01    0.183347E+01
    0.165326E+03    0.264819E+01    0.188808E+00    0.607129E+01    0.182129E+01
    0.165632E+03    0.263940E+01    0.189437E+00    0.611994E+01    0.181564E+01
    0.165777E+03    0.263744E+01    0.189578E+00    0.614287E+01    0.181327E+01
    0.166084E+03    0.263765E+01    0.189562E+00    0.619169E+01    0.180888E+01
    0.166631E+03    0.263480E+01    0.189768E+00    0.627894E+01    0.180322E+01
    0.167408E+03    0.262810E+01    0.190251E+00    0.640367E+01    0.180001E+01
    0.168405E+03    0.261878E+01    0.190928E+00    0.656447E+01    0.180437E+01
    0.169603E+03    0.263873E+01    0.189485E+00    0.675948E+01    0.182246E+01
    0.170983E+03    0.268500E+01    0.186220E+00    0.698638E+01    0.186094E+01
    0.172523E+03    0.276102E+01    0.181092E+00    0.724240E+01    0.192629E+01
    0.174198E+03    0.287377E+01    0.173988E+00    0.752430E+01    0.202396E+01
    0.175979E+03    0.302752E+01    0.165152E+00    0.782832E+01    0.215758E+01
    0.177838E+03    0.322296E+01    0.155137E+00    0.815021E+01    0.232825E+01
    0.179744E+03    0.345742E+01    0.144617E+00    0.848524E+01    0.253424E+01
    0.181665E+03    0.372563E+01    0.134206E+00    0.882821E+01    0.277103E+01
    0.183571E+03    0.401955E+01    0.124392E+00    0.917359E+01    0.303186E+01
    0.185430E+03    0.432971E+01    0.115481E+00    0.951555E+01    0.330841E+01
    0.187212E+03    0.464558E+01    0.107629E+00    0.984803E+01    0.359150E+01
    0.188886E+03    0.495683E+01    0.100871E+00    0.101649E+02    0.387181E+01
    0.190426E+03    0.525388E+01    0.951677E-01    0.104601E+02    0.414035E+01
    0.191806E+03    0.552774E+01    0.904528E-01    0.107277E+02    0.438882E+01
