#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.01500 temp=   0.80000
    0.638873E+00    0.136556E+02    0.366149E-01   -0.651211E+01    0.119663E+02
    0.334081E+01    0.136497E+02    0.366309E-01   -0.650530E+01    0.119595E+02
    0.809926E+01    0.136199E+02    0.367110E-01   -0.647029E+01    0.119245E+02
    0.147433E+02    0.135356E+02    0.369396E-01   -0.637242E+01    0.118266E+02
    0.230330E+02    0.133579E+02    0.374311E-01   -0.616737E+01    0.116216E+02
    0.326688E+02    0.130505E+02    0.383126E-01   -0.581423E+01    0.112684E+02
    0.433023E+02    0.125854E+02    0.397287E-01   -0.528908E+01    0.107433E+02
    0.545493E+02    0.119507E+02    0.418384E-01   -0.459414E+01    0.100484E+02
    0.660033E+02    0.111534E+02    0.448292E-01   -0.375812E+01    0.921248E+01
    0.772504E+02    0.102229E+02    0.489098E-01   -0.283401E+01    0.828870E+01
    0.878839E+02    0.921005E+01    0.542885E-01   -0.188252E+01    0.733822E+01
    0.975196E+02    0.818143E+01    0.611140E-01   -0.959485E+00    0.641789E+01
    0.105809E+03    0.721538E+01    0.692964E-01   -0.118871E+00    0.558357E+01
    0.112453E+03    0.639179E+01    0.782254E-01    0.588466E+00    0.488798E+01
    0.117212E+03    0.577973E+01    0.865093E-01    0.111462E+01    0.437797E+01
    0.119914E+03    0.542634E+01    0.921431E-01    0.142114E+01    0.408552E+01
    0.120625E+03    0.533314E+01    0.937534E-01    0.150278E+01    0.400838E+01
    0.120932E+03    0.529275E+01    0.944689E-01    0.153815E+01    0.397508E+01
    0.121479E+03    0.522068E+01    0.957730E-01    0.160135E+01    0.391574E+01
    0.122256E+03    0.511813E+01    0.976920E-01    0.169168E+01    0.383135E+01
    0.123253E+03    0.498700E+01    0.100261E+00    0.180810E+01    0.372336E+01
    0.124451E+03    0.482904E+01    0.103540E+00    0.194923E+01    0.359375E+01
    0.125831E+03    0.464769E+01    0.107580E+00    0.211335E+01    0.344505E+01
    0.127371E+03    0.444644E+01    0.112450E+00    0.229842E+01    0.328034E+01
    0.129046E+03    0.422957E+01    0.118215E+00    0.250202E+01    0.310334E+01
    0.130827E+03    0.400232E+01    0.124928E+00    0.272141E+01    0.291837E+01
    0.132686E+03    0.377084E+01    0.132596E+00    0.295346E+01    0.273034E+01
    0.134592E+03    0.354174E+01    0.141174E+00    0.319471E+01    0.254458E+01
    0.136514E+03    0.332175E+01    0.150523E+00    0.344140E+01    0.236656E+01
    0.138419E+03    0.311750E+01    0.160385E+00    0.368953E+01    0.220157E+01
    0.140278E+03    0.293483E+01    0.170368E+00    0.393491E+01    0.205424E+01
    0.142060E+03    0.277814E+01    0.179976E+00    0.417323E+01    0.192807E+01
    0.143734E+03    0.264951E+01    0.188714E+00    0.440015E+01    0.182502E+01
    0.145274E+03    0.254810E+01    0.196225E+00    0.461142E+01    0.174530E+01
    0.146655E+03    0.247431E+01    0.202077E+00    0.480294E+01    0.168739E+01
    0.147853E+03    0.243158E+01    0.205628E+00    0.497085E+01    0.164837E+01
    0.148849E+03    0.239352E+01    0.208897E+00    0.511169E+01    0.162436E+01
    0.149627E+03    0.239293E+01    0.208949E+00    0.522244E+01    0.161117E+01
    0.150174E+03    0.237346E+01    0.210662E+00    0.530071E+01    0.160490E+01
    0.150480E+03    0.236307E+01    0.211589E+00    0.534479E+01    0.160249E+01
    0.150625E+03    0.236551E+01    0.211371E+00    0.536557E+01    0.160164E+01
    0.150932E+03    0.241462E+01    0.207072E+00    0.540982E+01    0.160041E+01
    0.151479E+03    0.223992E+01    0.223223E+00    0.548893E+01    0.160025E+01
    0.152256E+03    0.235811E+01    0.212034E+00    0.560208E+01    0.160455E+01
    0.153253E+03    0.235956E+01    0.211904E+00    0.574804E+01    0.161795E+01
    0.154451E+03    0.239906E+01    0.208415E+00    0.592520E+01    0.164596E+01
    0.155831E+03    0.245764E+01    0.203447E+00    0.613148E+01    0.169445E+01
    0.157371E+03    0.254255E+01    0.196653E+00    0.636440E+01    0.176899E+01
    0.159046E+03    0.266266E+01    0.187782E+00    0.662099E+01    0.187407E+01
    0.160827E+03    0.282085E+01    0.177252E+00    0.689789E+01    0.201236E+01
    0.162686E+03    0.301683E+01    0.165737E+00    0.719129E+01    0.218422E+01
    0.164592E+03    0.324776E+01    0.153952E+00    0.749696E+01    0.238751E+01
    0.166514E+03    0.350807E+01    0.142528E+00    0.781026E+01    0.261769E+01
    0.168419E+03    0.378979E+01    0.131933E+00    0.812614E+01    0.286830E+01
