#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.10000
    0.947423E+00    0.252985E+02    0.197640E-01   -0.131550E+02    0.223954E+02
    0.495429E+01    0.252844E+02    0.197750E-01   -0.131393E+02    0.223797E+02
    0.120109E+02    0.252164E+02    0.198284E-01   -0.130568E+02    0.222972E+02
    0.218638E+02    0.250287E+02    0.199770E-01   -0.128265E+02    0.220669E+02
    0.341570E+02    0.246443E+02    0.202887E-01   -0.123590E+02    0.215994E+02
    0.484465E+02    0.239833E+02    0.208479E-01   -0.115899E+02    0.208303E+02
    0.642156E+02    0.229802E+02    0.217579E-01   -0.104870E+02    0.197274E+02
    0.808945E+02    0.216083E+02    0.231393E-01   -0.905064E+01    0.182910E+02
    0.978803E+02    0.198824E+02    0.251478E-01   -0.733094E+01    0.165713E+02
    0.114559E+03    0.178599E+02    0.279957E-01   -0.540231E+01    0.146427E+02
    0.130328E+03    0.156454E+02    0.319582E-01   -0.337405E+01    0.126144E+02
    0.144618E+03    0.133822E+02    0.373631E-01   -0.138971E+01    0.106301E+02
    0.156911E+03    0.112374E+02    0.444942E-01    0.417136E+00    0.882326E+01
    0.166764E+03    0.938177E+01    0.532948E-01    0.193675E+01    0.730364E+01
    0.173820E+03    0.797610E+01    0.626873E-01    0.306864E+01    0.617176E+01
    0.177827E+03    0.714797E+01    0.699499E-01    0.372972E+01    0.551067E+01
    0.178847E+03    0.693360E+01    0.721126E-01    0.390015E+01    0.534024E+01
    0.179154E+03    0.686878E+01    0.727932E-01    0.395162E+01    0.528877E+01
    0.179701E+03    0.675323E+01    0.740387E-01    0.404354E+01    0.519685E+01
    0.180479E+03    0.658803E+01    0.758952E-01    0.417477E+01    0.506562E+01
    0.181475E+03    0.637585E+01    0.784209E-01    0.434363E+01    0.489677E+01
    0.182673E+03    0.611909E+01    0.817114E-01    0.454794E+01    0.469245E+01
    0.184053E+03    0.582077E+01    0.858993E-01    0.478505E+01    0.445534E+01
    0.185593E+03    0.548447E+01    0.911666E-01    0.505179E+01    0.418860E+01
    0.187268E+03    0.511457E+01    0.977600E-01    0.534453E+01    0.389587E+01
    0.189049E+03    0.471626E+01    0.106016E+00    0.565913E+01    0.358126E+01
    0.190908E+03    0.429567E+01    0.116396E+00    0.599099E+01    0.324940E+01
    0.192814E+03    0.385943E+01    0.129553E+00    0.633507E+01    0.290532E+01
    0.194736E+03    0.341400E+01    0.146456E+00    0.668594E+01    0.255445E+01
    0.196642E+03    0.296668E+01    0.168539E+00    0.703790E+01    0.220249E+01
    0.198500E+03    0.252493E+01    0.198025E+00    0.738503E+01    0.185536E+01
    0.200282E+03    0.209614E+01    0.238534E+00    0.772132E+01    0.151908E+01
    0.201956E+03    0.168837E+01    0.296143E+00    0.804075E+01    0.119966E+01
    0.203496E+03    0.131122E+01    0.381325E+00    0.833742E+01    0.903187E+00
    0.204877E+03    0.977925E+00    0.511287E+00    0.860570E+01    0.636920E+00
    0.206075E+03    0.710672E+00    0.703560E+00    0.884037E+01    0.414950E+00
    0.207071E+03    0.565278E+00    0.884521E+00    0.903676E+01    0.264760E+00
    0.207849E+03    0.366996E+00    0.136241E+01    0.919094E+01    0.204060E+00
    0.208396E+03    0.347744E+00    0.143784E+01    0.929974E+01    0.205836E+00
    0.208703E+03    0.462366E+00    0.108139E+01    0.936096E+01    0.223660E+00
    0.208847E+03    0.512751E+00    0.975132E+00    0.938980E+01    0.235890E+00
    0.209154E+03    0.558019E+00    0.896027E+00    0.945118E+01    0.269093E+00
    0.209701E+03    0.612753E+00    0.815989E+00    0.956084E+01    0.347553E+00
    0.210479E+03    0.776049E+00    0.644289E+00    0.971744E+01    0.485205E+00
    0.211475E+03    0.100452E+01    0.497752E+00    0.991905E+01    0.680194E+00
    0.212673E+03    0.129885E+01    0.384957E+00    0.101631E+02    0.922902E+00
