#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.30000
    0.947423E+00    0.252957E+02    0.197662E-01   -0.131614E+02    0.223976E+02
    0.495429E+01    0.252817E+02    0.197772E-01   -0.131458E+02    0.223819E+02
    0.120109E+02    0.252138E+02    0.198304E-01   -0.130633E+02    0.222994E+02
    0.218638E+02    0.250262E+02    0.199791E-01   -0.128330E+02    0.220691E+02
    0.341570E+02    0.246418E+02    0.202907E-01   -0.123655E+02    0.216016E+02
    0.484465E+02    0.239809E+02    0.208499E-01   -0.115964E+02    0.208326E+02
    0.642156E+02    0.229778E+02    0.217602E-01   -0.104935E+02    0.197296E+02
    0.808945E+02    0.216060E+02    0.231417E-01   -0.905693E+01    0.182931E+02
    0.978803E+02    0.198802E+02    0.251506E-01   -0.733703E+01    0.165732E+02
    0.114559E+03    0.178579E+02    0.279988E-01   -0.540810E+01    0.146442E+02
    0.130328E+03    0.156438E+02    0.319615E-01   -0.337940E+01    0.126155E+02
    0.144618E+03    0.133811E+02    0.373662E-01   -0.139451E+01    0.106306E+02
    0.156911E+03    0.112367E+02    0.444970E-01    0.412913E+00    0.882322E+01
    0.166764E+03    0.938152E+01    0.532963E-01    0.193303E+01    0.730310E+01
    0.173820E+03    0.797642E+01    0.626847E-01    0.306528E+01    0.617085E+01
    0.177827E+03    0.714898E+01    0.699401E-01    0.372657E+01    0.550956E+01
    0.178847E+03    0.693510E+01    0.720970E-01    0.389706E+01    0.533908E+01
    0.179154E+03    0.687040E+01    0.727759E-01    0.394854E+01    0.528759E+01
    0.179701E+03    0.675505E+01    0.740187E-01    0.404049E+01    0.519564E+01
    0.180479E+03    0.659002E+01    0.758722E-01    0.417176E+01    0.506438E+01
    0.181475E+03    0.637782E+01    0.783967E-01    0.434067E+01    0.489546E+01
    0.182673E+03    0.612085E+01    0.816880E-01    0.454505E+01    0.469109E+01
    0.184053E+03    0.582243E+01    0.858748E-01    0.478222E+01    0.445391E+01
    0.185593E+03    0.548640E+01    0.911344E-01    0.504904E+01    0.418710E+01
    0.187268E+03    0.511716E+01    0.977104E-01    0.534186E+01    0.389429E+01
    0.189049E+03    0.471987E+01    0.105935E+00    0.565656E+01    0.357963E+01
    0.190908E+03    0.430055E+01    0.116264E+00    0.598851E+01    0.324775E+01
    0.192814E+03    0.386608E+01    0.129330E+00    0.633268E+01    0.290382E+01
    0.194736E+03    0.342361E+01    0.146045E+00    0.668365E+01    0.255352E+01
    0.196642E+03    0.298181E+01    0.167683E+00    0.703569E+01    0.220331E+01
    0.198500E+03    0.255090E+01    0.196009E+00    0.738291E+01    0.186093E+01
    0.200282E+03    0.214436E+01    0.233170E+00    0.771928E+01    0.153630E+01
    0.201956E+03    0.177861E+01    0.281119E+00    0.803879E+01    0.124243E+01
    0.203496E+03    0.146991E+01    0.340156E+00    0.833554E+01    0.994776E+00
    0.204877E+03    0.123476E+01    0.404936E+00    0.860388E+01    0.807208E+00
    0.206075E+03    0.109144E+01    0.458109E+00    0.883860E+01    0.685332E+00
    0.207071E+03    0.106882E+01    0.467807E+00    0.903504E+01    0.622300E+00
    0.207849E+03    0.810504E+00    0.616900E+00    0.918924E+01    0.601221E+00
    0.208396E+03    0.800438E+00    0.624658E+00    0.929807E+01    0.602130E+00
    0.208703E+03    0.966547E+00    0.517305E+00    0.935930E+01    0.608405E+00
    0.208847E+03    0.103195E+01    0.484518E+00    0.938815E+01    0.612784E+00
    0.209154E+03    0.104423E+01    0.478821E+00    0.944955E+01    0.625092E+00
    0.209701E+03    0.998322E+00    0.500840E+00    0.955923E+01    0.656902E+00
    0.210479E+03    0.112210E+01    0.445595E+00    0.971586E+01    0.722718E+00
    0.211475E+03    0.125074E+01    0.399764E+00    0.991752E+01    0.838172E+00
    0.212673E+03    0.145144E+01    0.344485E+00    0.101616E+02    0.101420E+01
    0.214053E+03    0.173277E+01    0.288556E+00    0.104450E+02    0.125266E+01
    0.215593E+03    0.208103E+01    0.240266E+00    0.107639E+02    0.154665E+01
    0.217268E+03    0.248485E+01    0.201219E+00    0.111139E+02    0.188496E+01
    0.219049E+03    0.292892E+01    0.170712E+00    0.114901E+02    0.225640E+01
    0.220908E+03    0.339966E+01    0.147074E+00    0.118870E+02    0.265161E+01
    0.222814E+03    0.388728E+01    0.128625E+00    0.122986E+02    0.306273E+01
    0.224736E+03    0.438276E+01    0.114083E+00    0.127187E+02    0.348258E+01
    0.226642E+03    0.487752E+01    0.102511E+00    0.131402E+02    0.390411E+01
    0.228500E+03    0.536280E+01    0.932350E-01    0.135563E+02    0.432017E+01
    0.230282E+03    0.583064E+01    0.857538E-01    0.139596E+02    0.472351E+01
    0.231956E+03    0.627356E+01    0.796996E-01    0.143430E+02    0.510687E+01
    0.233496E+03    0.668406E+01    0.748049E-01    0.146993E+02    0.546315E+01
    0.234877E+03    0.705395E+01    0.708822E-01    0.150217E+02    0.578552E+01
    0.236075E+03    0.737631E+01    0.677845E-01    0.153038E+02    0.606765E+01
    0.237071E+03    0.764530E+01    0.653996E-01    0.155400E+02    0.630388E+01
    0.237849E+03    0.785614E+01    0.636445E-01    0.157255E+02    0.648939E+01
    0.238396E+03    0.800467E+01    0.624636E-01    0.158565E+02    0.662035E+01
    0.238703E+03    0.808822E+01    0.618183E-01    0.159302E+02    0.669405E+01
    0.239188E+03    0.822040E+01    0.608243E-01    0.160470E+02    0.681086E+01
    0.240948E+03    0.870198E+01    0.574582E-01    0.164737E+02    0.723756E+01
    0.244100E+03    0.957262E+01    0.522323E-01    0.172500E+02    0.801386E+01
    0.248624E+03    0.108407E+02    0.461225E-01    0.183908E+02    0.915471E+01
    0.254490E+03    0.125179E+02    0.399429E-01    0.199178E+02    0.106817E+02
    0.261661E+03    0.146205E+02    0.341986E-01    0.218590E+02    0.126229E+02
    0.270096E+03    0.171689E+02    0.291224E-01    0.242491E+02    0.150130E+02
    0.279753E+03    0.201871E+02    0.247683E-01    0.271286E+02    0.178924E+02
    0.290591E+03    0.237028E+02    0.210946E-01    0.305398E+02    0.213036E+02
    0.302569E+03    0.277478E+02    0.180194E-01    0.345408E+02    0.253046E+02
    0.315654E+03    0.323573E+02    0.154525E-01    0.391759E+02    0.299398E+02
