#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   0.20000
    0.123500E+01    0.422154E+02    0.118440E-01   -0.219425E+02    0.372545E+02
    0.645811E+01    0.421906E+02    0.118510E-01   -0.219196E+02    0.372317E+02
    0.156566E+02    0.420699E+02    0.118850E-01   -0.217970E+02    0.371091E+02
    0.285002E+02    0.417334E+02    0.119808E-01   -0.214635E+02    0.367755E+02
    0.445250E+02    0.410444E+02    0.121819E-01   -0.207654E+02    0.360774E+02
    0.631518E+02    0.398639E+02    0.125427E-01   -0.195535E+02    0.348656E+02
    0.837074E+02    0.380785E+02    0.131308E-01   -0.177042E+02    0.330162E+02
    0.105449E+03    0.356386E+02    0.140297E-01   -0.152003E+02    0.305123E+02
    0.127591E+03    0.325634E+02    0.153547E-01   -0.121525E+02    0.274646E+02
    0.149332E+03    0.289577E+02    0.172666E-01   -0.880037E+01    0.241124E+02
    0.169888E+03    0.250088E+02    0.199929E-01   -0.532247E+01    0.206345E+02
    0.188515E+03    0.209679E+02    0.238460E-01   -0.184522E+01    0.171573E+02
    0.204539E+03    0.171337E+02    0.291823E-01    0.139327E+01    0.139188E+02
    0.217383E+03    0.138148E+02    0.361932E-01    0.417080E+01    0.111412E+02
    0.226582E+03    0.112993E+02    0.442505E-01    0.626584E+01    0.904620E+01
    0.231805E+03    0.981668E+01    0.509337E-01    0.749466E+01    0.781738E+01
    0.233112E+03    0.943973E+01    0.529676E-01    0.780621E+01    0.750583E+01
    0.233419E+03    0.935095E+01    0.534705E-01    0.787956E+01    0.743248E+01
    0.233966E+03    0.919225E+01    0.543937E-01    0.801048E+01    0.730156E+01
    0.234743E+03    0.896569E+01    0.557681E-01    0.819718E+01    0.711486E+01
    0.235740E+03    0.867400E+01    0.576435E-01    0.843708E+01    0.687496E+01
    0.236938E+03    0.832122E+01    0.600873E-01    0.872683E+01    0.658521E+01
    0.238318E+03    0.791258E+01    0.631905E-01    0.906234E+01    0.624970E+01
    0.239858E+03    0.745311E+01    0.670861E-01    0.943882E+01    0.587322E+01
    0.241533E+03    0.694777E+01    0.719655E-01    0.985084E+01    0.546120E+01
    0.243314E+03    0.640586E+01    0.780535E-01    0.102923E+02    0.501974E+01
    0.245173E+03    0.583702E+01    0.856601E-01    0.107565E+02    0.455549E+01
    0.247079E+03    0.524764E+01    0.952809E-01    0.112364E+02    0.407565E+01
    0.249001E+03    0.464630E+01    0.107612E+00    0.117242E+02    0.358784E+01
    0.250906E+03    0.404334E+01    0.123660E+00    0.122120E+02    0.310007E+01
    0.252765E+03    0.344931E+01    0.144957E+00    0.126915E+02    0.262054E+01
    0.254547E+03    0.287494E+01    0.173917E+00    0.131546E+02    0.215755E+01
    0.256221E+03    0.233201E+01    0.214407E+00    0.135931E+02    0.171962E+01
    0.257761E+03    0.183497E+01    0.272484E+00    0.139991E+02    0.131665E+01
    0.259142E+03    0.140654E+01    0.355483E+00    0.143653E+02    0.963548E+00
    0.260340E+03    0.107623E+01    0.464586E+00    0.146849E+02    0.684170E+00
    0.261336E+03    0.869030E+00    0.575354E+00    0.149518E+02    0.502714E+00
    0.262114E+03    0.820061E+00    0.609711E+00    0.151610E+02    0.418827E+00
    0.262661E+03    0.207233E+00    0.241274E+01    0.153085E+02    0.400010E+00
    0.262968E+03    0.683887E+00    0.731115E+00    0.153914E+02    0.405238E+00
    0.263112E+03    0.688201E+00    0.726532E+00    0.154305E+02    0.411621E+00
    0.263419E+03    0.786408E+00    0.635802E+00    0.155136E+02    0.433281E+00
    0.263966E+03    0.831100E+00    0.601612E+00    0.156619E+02    0.497126E+00
    0.264743E+03    0.996065E+00    0.501975E+00    0.158734E+02    0.633532E+00
    0.265740E+03    0.125431E+01    0.398625E+00    0.161453E+02    0.859548E+00
    0.266938E+03    0.161999E+01    0.308643E+00    0.164739E+02    0.116884E+01
    0.268318E+03    0.207226E+01    0.241282E+00    0.168544E+02    0.154377E+01
    0.269858E+03    0.258922E+01    0.193108E+00    0.172815E+02    0.196964E+01
    0.271533E+03    0.315678E+01    0.158389E+00    0.177487E+02    0.243671E+01
    0.273314E+03    0.376376E+01    0.132846E+00    0.182492E+02    0.293712E+01
    0.275173E+03    0.440000E+01    0.113636E+00    0.187751E+02    0.346305E+01
    0.277079E+03    0.505502E+01    0.989116E-01    0.193183E+02    0.400621E+01
    0.279001E+03    0.571752E+01    0.874505E-01    0.198700E+02    0.455794E+01
    0.280906E+03    0.637729E+01    0.784032E-01    0.204214E+02    0.510936E+01
    0.282765E+03    0.702728E+01    0.711513E-01    0.209635E+02    0.565142E+01
    0.284547E+03    0.765144E+01    0.653472E-01    0.214870E+02    0.617500E+01
    0.286221E+03    0.824063E+01    0.606750E-01    0.219831E+02    0.667102E+01
    0.287761E+03    0.878573E+01    0.569105E-01    0.224426E+02    0.713059E+01
    0.289142E+03    0.927527E+01    0.539068E-01    0.228573E+02    0.754526E+01
    0.290340E+03    0.970219E+01    0.515348E-01    0.232193E+02    0.790728E+01
    0.291336E+03    0.100586E+02    0.497089E-01    0.235218E+02    0.820976E+01
    0.292114E+03    0.103372E+02    0.483688E-01    0.237589E+02    0.844689E+01
    0.292661E+03    0.105334E+02    0.474682E-01    0.239261E+02    0.861407E+01
    0.292968E+03    0.106436E+02    0.469767E-01    0.240201E+02    0.870807E+01
    0.293562E+03    0.108575E+02    0.460509E-01    0.242027E+02    0.889064E+01
    0.295789E+03    0.116624E+02    0.428729E-01    0.248905E+02    0.957845E+01
    0.299778E+03    0.131164E+02    0.381201E-01    0.261395E+02    0.108275E+02
    0.305503E+03    0.152330E+02    0.328235E-01    0.279681E+02    0.126561E+02
    0.312925E+03    0.180300E+02    0.277315E-01    0.303991E+02    0.150871E+02
    0.321999E+03    0.215323E+02    0.232209E-01    0.334692E+02    0.181572E+02
    0.332672E+03    0.257686E+02    0.194035E-01    0.372381E+02    0.219261E+02
    0.344892E+03    0.307737E+02    0.162477E-01    0.417740E+02    0.264620E+02
    0.358606E+03    0.365878E+02    0.136657E-01    0.471744E+02    0.318624E+02
    0.373763E+03    0.432584E+02    0.115584E-01    0.534699E+02    0.381579E+02
    0.390320E+03    0.508355E+02    0.983565E-02    0.607044E+02    0.453924E+02
    0.408242E+03    0.593758E+02    0.842093E-02    0.689210E+02    0.536089E+02
    0.427505E+03    0.689444E+02    0.725222E-02    0.781722E+02    0.628601E+02
