
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    6.665105E-01    0.000000E+00    2.065563E+00
    6.665105E-01    4.000000E-01    1.853944E+00
    6.665105E-01    6.000000E-01    1.429817E+00
    6.665105E-01    8.000000E-01    4.775649E-01
    6.665105E-01    9.000000E-01    3.577263E-06
    6.665105E-01    1.000000E+00    1.709768E-06
