#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.01500 temp=   0.10000
    0.638873E+00    0.137281E+02    0.364217E-01   -0.648528E+01    0.120024E+02
    0.334081E+01    0.137221E+02    0.364375E-01   -0.647843E+01    0.119956E+02
    0.809926E+01    0.136923E+02    0.365168E-01   -0.644319E+01    0.119603E+02
    0.147433E+02    0.136081E+02    0.367427E-01   -0.634474E+01    0.118619E+02
    0.230330E+02    0.134299E+02    0.372304E-01   -0.613817E+01    0.116553E+02
    0.326688E+02    0.131213E+02    0.381061E-01   -0.578204E+01    0.112992E+02
    0.433023E+02    0.126541E+02    0.395128E-01   -0.525265E+01    0.107698E+02
    0.545493E+02    0.120180E+02    0.416043E-01   -0.455339E+01    0.100705E+02
    0.660033E+02    0.112177E+02    0.445723E-01   -0.371462E+01    0.923176E+01
    0.772504E+02    0.102816E+02    0.486308E-01   -0.279039E+01    0.830753E+01
    0.878839E+02    0.926234E+01    0.539820E-01   -0.184141E+01    0.735855E+01
    0.975196E+02    0.822304E+01    0.608048E-01   -0.922322E+00    0.643946E+01
    0.105809E+03    0.723997E+01    0.690611E-01   -0.860134E-01    0.560316E+01
    0.112453E+03    0.639203E+01    0.782224E-01    0.617465E+00    0.489968E+01
    0.117212E+03    0.575537E+01    0.868754E-01    0.114067E+01    0.437647E+01
    0.119914E+03    0.538139E+01    0.929128E-01    0.144546E+01    0.407169E+01
    0.120625E+03    0.528146E+01    0.946708E-01    0.152663E+01    0.399051E+01
    0.120932E+03    0.523801E+01    0.954561E-01    0.156180E+01    0.395535E+01
    0.121479E+03    0.516025E+01    0.968945E-01    0.162464E+01    0.389250E+01
    0.122256E+03    0.504915E+01    0.990266E-01    0.171446E+01    0.380268E+01
    0.123253E+03    0.490558E+01    0.101925E+00    0.183023E+01    0.368692E+01
    0.124451E+03    0.473120E+01    0.105681E+00    0.197056E+01    0.354658E+01
    0.125831E+03    0.452793E+01    0.110426E+00    0.213376E+01    0.338338E+01
    0.127371E+03    0.429853E+01    0.116319E+00    0.231779E+01    0.319936E+01
    0.129046E+03    0.404566E+01    0.123589E+00    0.252026E+01    0.299688E+01
    0.130827E+03    0.377263E+01    0.132534E+00    0.273844E+01    0.277870E+01
    0.132686E+03    0.348328E+01    0.143543E+00    0.296921E+01    0.254793E+01
    0.134592E+03    0.318205E+01    0.157132E+00    0.320914E+01    0.230800E+01
    0.136514E+03    0.287355E+01    0.174001E+00    0.345449E+01    0.206266E+01
    0.138419E+03    0.256274E+01    0.195104E+00    0.370127E+01    0.181587E+01
    0.140278E+03    0.225483E+01    0.221747E+00    0.394533E+01    0.157181E+01
    0.142060E+03    0.195529E+01    0.255716E+00    0.418237E+01    0.133478E+01
    0.143734E+03    0.167024E+01    0.299359E+00    0.440808E+01    0.110909E+01
    0.145274E+03    0.140708E+01    0.355345E+00    0.461824E+01    0.899125E+00
    0.146655E+03    0.117428E+01    0.425792E+00    0.480877E+01    0.709566E+00
    0.147853E+03    0.980978E+00    0.509696E+00    0.497582E+01    0.546169E+00
    0.148849E+03    0.835609E+00    0.598366E+00    0.511594E+01    0.415990E+00
    0.149627E+03    0.739816E+00    0.675844E+00    0.522614E+01    0.324531E+00
    0.150174E+03    0.677987E+00    0.737477E+00    0.530403E+01    0.270522E+00
    0.150480E+03    0.654769E+00    0.763628E+00    0.534789E+01    0.245608E+00
    0.150625E+03    0.650611E+00    0.768509E+00    0.536857E+01    0.235504E+00
    0.150932E+03    0.663012E+00    0.754134E+00    0.541260E+01    0.217893E+00
    0.151479E+03    0.835079E+00    0.598746E+00    0.549132E+01    0.201110E+00
    0.152256E+03    0.674015E+00    0.741823E+00    0.560393E+01    0.212400E+00
    0.153253E+03    0.686761E+00    0.728055E+00    0.574921E+01    0.282615E+00
    0.154451E+03    0.833427E+00    0.599932E+00    0.592554E+01    0.422392E+00
    0.155831E+03    0.104713E+01    0.477494E+00    0.613090E+01    0.616411E+00
    0.157371E+03    0.131629E+01    0.379856E+00    0.636279E+01    0.846008E+00
    0.159046E+03    0.162322E+01    0.308030E+00    0.661829E+01    0.110119E+01
    0.160827E+03    0.195601E+01    0.255622E+00    0.689406E+01    0.137692E+01
